Product ID,Product Name,Category,Confidence,Flag
1731,Fideo Carozzi Spaguettini 3 400 gr,Alimentos y Bebidas No Alcohólicas,high,
1734,Cerveza Prost Six Pack 355 ml,Bebidas Alcohólicas y Tabaco,high,
1743,Cafe Illy Blend Instantaneo 95 gr,Alimentos y Bebidas No Alcohólicas,high,
1746,Agua Pura Vida Sin Gas 3 L,Alimentos y Bebidas No Alcohólicas,high,
1747,Arroz Cocinero Integral 1 kg,Alimentos y Bebidas No Alcohólicas,high,
1751,Chocolate Toblerone Tiny 200 gr,Alimentos y Bebidas No Alcohólicas,high,
1752,Chocolate Milka Chips Ahoy 100 gr,Alimentos y Bebidas No Alcohólicas,high,
1756,Sazonador American Spice Salt 12.5 oz,Alimentos y Bebidas No Alcohólicas,high,
1758,Caramelo Carnival Mini Paleta 2.9 oz,Alimentos y Bebidas No Alcohólicas,high,
1767,Mezcla Bolo Zaeli Coco 450 gr,Alimentos y Bebidas No Alcohólicas,high,
1776,Galleta Hipopo Relleno Frutilla 110 gr,Alimentos y Bebidas No Alcohólicas,high,
1777,Galleta Hipopo Relleno Chocolate 110 gr,Alimentos y Bebidas No Alcohólicas,high,
1779,Te Carmencita Jengibre Miel 10 Sobres,Alimentos y Bebidas No Alcohólicas,high,
1792,Te Carmencita Jengibre Curcuma Canela 10 Sobres,Alimentos y Bebidas No Alcohólicas,high,
1795,Sazonador Carmencita Chimichurri 27 gr,Alimentos y Bebidas No Alcohólicas,high,
1799,Alimento Pedigree Senior 3 kg,Recreación y Cultura,high,
1800,Alimento Pedigree Senior 1.5 kg,Recreación y Cultura,high,
1801,Papa La Mejicana Picante 200 gr,Alimentos y Bebidas No Alcohólicas,high,
1802,Edulcorante  En Linea Liquido con Stevia 180 ml,Alimentos y Bebidas No Alcohólicas,high,
1820,Pipoca Zaeli Morango 100 gr,Alimentos y Bebidas No Alcohólicas,high,
1825,Vermouth Punt e Mes 750 ml,Bebidas Alcohólicas y Tabaco,high,
1826,Aceite Castaña Granja Verde 1 L,Alimentos y Bebidas No Alcohólicas,high,
1827,Aceite Castaña Granja Verde 2 L,Alimentos y Bebidas No Alcohólicas,high,
1831,Sal Bragantina Parrillera Tradicional 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1832,Sal Bragantina con Ajo 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1833,Sal Bragantina Chimichurri 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1834,Sal Bragantina con Pimienta 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1839,Fideo La Suprema Tallarin Nido 200 gr,Alimentos y Bebidas No Alcohólicas,high,
1840,Galleta La Suprema Maria Bonita 100 gr,Alimentos y Bebidas No Alcohólicas,high,
1842,Cafe Iguazu Stick 10 un 1.7 Gr,Alimentos y Bebidas No Alcohólicas,high,
1843,Cerveza Estrella Galicia 269 ml,Bebidas Alcohólicas y Tabaco,high,
1844,Cerveza Prost Dunkel 355 ml,Bebidas Alcohólicas y Tabaco,high,
1846,Mermelada Gigante Fresa 330 gr,Alimentos y Bebidas No Alcohólicas,high,
1849,Fideo La Suprema Nido 400 gr,Alimentos y Bebidas No Alcohólicas,high,
1851,Maiz de Pipoca Zaeli Manteiga 100 gr,Alimentos y Bebidas No Alcohólicas,high,
1858,Caldo De Gallina Zaeli Polvo 45 gr,Alimentos y Bebidas No Alcohólicas,high,
1863,Gomita Fini Uva Acida 80 gr,Alimentos y Bebidas No Alcohólicas,high,
1864,Harina Granja Verde Castaña 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1867,Vino Hermandad Blend 750 ml,Bebidas Alcohólicas y Tabaco,high,
1870,Chocolate Cobertura Celinda Semiamargo 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1872,Fideo Divella Ñoquis de Patata,Alimentos y Bebidas No Alcohólicas,high,
1880,Chocolate Cobertura Celinda Blanco 500 gr,Alimentos y Bebidas No Alcohólicas,high,
1883,Champagne Mercier Extra Rose 750 ml,Bebidas Alcohólicas y Tabaco,high,
1884,Champagne Mercier Extra Demi Sec 750 ml,Bebidas Alcohólicas y Tabaco,high,
1885,Ajo Carmencita Trozado Molinillo 59 gr,Alimentos y Bebidas No Alcohólicas,high,
1887,Sazonador Carmencita Ensalada Vegana 82 gr,Alimentos y Bebidas No Alcohólicas,high,
1888,Sazonador Carmencita Picante Tex Mex 72 gr,Alimentos y Bebidas No Alcohólicas,high,
1889,Sazonador Carmencita Pescado Marisco 76 gr,Alimentos y Bebidas No Alcohólicas,high,
1891,Champagne Mercier Extra Brut 750 ml,Bebidas Alcohólicas y Tabaco,high,
1904,Tequila Corralejo Añejo 1 L,Bebidas Alcohólicas y Tabaco,high,
1905,Tequila Corralejo Reposado 1 L,Bebidas Alcohólicas y Tabaco,high,
1906,Tequila Corralejo Blanco 1 L,Bebidas Alcohólicas y Tabaco,high,
1907,Tequila Corralejo Triple Destilado 750 ml,Bebidas Alcohólicas y Tabaco,high,
1908,Tequila Corralejo 99000 Horas 750 ml,Bebidas Alcohólicas y Tabaco,high,
1909,Tequila Quita Penas Reposado 1 L,Bebidas Alcohólicas y Tabaco,high,
1920,Tripack 2 Gaseosa Coca Cola + 1 Gaseosa Fanta 2.5 L,Alimentos y Bebidas No Alcohólicas,high,
1971,Salsa Tabasking Picante Lamor 100 ml,Alimentos y Bebidas No Alcohólicas,high,
2194,Gaseosa Coca Cola Original 1.5 L,Alimentos y Bebidas No Alcohólicas,high,
2585,Crema de Leche Nestle 225 gr,Alimentos y Bebidas No Alcohólicas,high,
2640,Cerelac Nestle 5 Cereales 400 gr,Alimentos y Bebidas No Alcohólicas,high,
2677,Gaseosa Fanta Naranja 3 L,Alimentos y Bebidas No Alcohólicas,high,
2718,Durazno al Jugo Norte Light 820 gr,Alimentos y Bebidas No Alcohólicas,high,
3265,Chuleta de Lomo Cerdo Sofia kg,Alimentos y Bebidas No Alcohólicas,high,
3270,Lomo de Cerdo Sofia Congelado kg,Alimentos y Bebidas No Alcohólicas,high,
3573,Helado Delizia Paleta Copa Helada,Alimentos y Bebidas No Alcohólicas,high,
3705,Singani Rujero de Guarda 750 ml,Bebidas Alcohólicas y Tabaco,high,
3710,Brownie Pillsbury Mix Chocolate 18.4 oz,Alimentos y Bebidas No Alcohólicas,high,
3718,Chocolate La Huerta 72% con Nibs 60 gr,Alimentos y Bebidas No Alcohólicas,high,
3744,Singani Casa Real Etiqueta Negra 1 L,Bebidas Alcohólicas y Tabaco,high,
3746,Granola Granovid Avena Fitnes 500 gr,Alimentos y Bebidas No Alcohólicas,high,
3751,Sopa Maggi Pollo Fideo 70 gr,Alimentos y Bebidas No Alcohólicas,high,
3757,Galleta Costa Frac Menta 264 gr,Alimentos y Bebidas No Alcohólicas,high,
3760,Sopa Maggi Pollo Arroz 70 gr,Alimentos y Bebidas No Alcohólicas,high,
3794,Crema Maggi Esparragos 68 gr,Alimentos y Bebidas No Alcohólicas,high,
3808,Crema Maggi Pollo 72 gr,Alimentos y Bebidas No Alcohólicas,high,
3824,Crema Maggi Choclo 79 gr,Alimentos y Bebidas No Alcohólicas,high,
3871,Vino La Curiosa Malbec 750 ml,Bebidas Alcohólicas y Tabaco,high,
3873,Vino La Curiosa Cabernet Sauvignon 750 ml,Bebidas Alcohólicas y Tabaco,high,
3883,Sopa Maggi Caracolitos 75 gr,Alimentos y Bebidas No Alcohólicas,high,
4795,Atun Sofia Lomito al Agua 170 gr,Alimentos y Bebidas No Alcohólicas,high,
4797,Atun Sofia Lomito al Aceite 170 gr,Alimentos y Bebidas No Alcohólicas,high,
4928,Galleta Ferrari Ghezzi Integral 220 gr,Alimentos y Bebidas No Alcohólicas,high,
4944,Galleta Ferrari Ghezzi Crakers 200 gr,Alimentos y Bebidas No Alcohólicas,high,
5003,Ciruela 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5006,Kaky 1 Kg,Alimentos y Bebidas No Alcohólicas,high,
5007,Frutilla 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5008,Grey 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5009,Lenteja Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5011,Guineo Criollo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5012,Guineo Oloroso 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5014,Kiwi 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5015,Lima 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5016,Limon Amarillo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5017,Limon Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5018,Mandarina Criolla 1 un,Alimentos y Bebidas No Alcohólicas,high,
5021,Manzana Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5022,Melon Brasilero 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5023,Carambola 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5025,Melon Criollo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5026,Frijol Carioca Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5028,Mani Pelado Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5030,Naranja Cruceña 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5031,Mandarina Incore 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5032,Papaya 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5035,Mocochinchi Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5036,Piña Criolla 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5038,Sandia 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5039,Tamarindo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5040,Tumbo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5044,Acelga 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5046,Acelga Tipo Japonesa 1 un,Alimentos y Bebidas No Alcohólicas,high,
5047,Achojcha 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5048,Aji Amarillo Seco 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5049,Aji Rojo Seco 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5050,Ajo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5051,Albahaca 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5053,Galleta FGL Exclusivas 210 gr,Alimentos y Bebidas No Alcohólicas,high,
5054,Apio 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5055,Arveja 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5056,Berenjena Grande 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5057,Brocoli 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5059,Carote 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5060,Camote 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5062,Cebolla Blanca 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5063,Cebollin 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5064,Cebolla Roja 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5065,Choclo Cochabambino Con Chala 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5067,Coliflor 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5068,Uva Blanca Criolla 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5069,Cilantro 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5070,Galleta Ferrari Navideña Surtida 700 gr,Alimentos y Bebidas No Alcohólicas,high,
5071,Espinaca 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5072,Habas 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5073,Hierba Buena 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5075,Jengibre 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5077,Lechuga Escarola 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5078,Lechuga Crespa 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5080,Repollo Corazon 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5081,Locoto 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5082,Nabo Morado 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5083,Oca 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5084,Oregano Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5085,Palta 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5086,Aji Jalapeño 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5087,Papa Harinosa 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5088,Galleta Ferrari Ghezzi Reservadas 90 gr,Alimentos y Bebidas No Alcohólicas,high,
5089,Papa Holandesa 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5090,Papalisa Amarilla 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5091,Papalisa Rosada 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5093,Pepino 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5094,Perejil 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5095,Pimenton Rojo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5097,Puerro 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5098,Platano De Freir 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5099,Quirquiña 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5101,Remolacha 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5102,Repollo Morado 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5103,Repollo Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5104,Tomate Manzana 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5105,Tomate Pera 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5106,Vainita 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5107,Yuca 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5108,Zanahoria 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5109,Zapallito Relleno 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5110,Zapallo Rojo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5111,Zapallo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5113,Pimenton Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5114,Avena Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5115,Papa Gourmet 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5118,Galleta Ferrari Merenguitas 100 gr,Alimentos y Bebidas No Alcohólicas,high,
5119,Arvejas Fresca Desgranada kg,Alimentos y Bebidas No Alcohólicas,high,
5120,Cupuazu kg,Alimentos y Bebidas No Alcohólicas,high,
5121,Rucula 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5123,Habas Fresca Desgranadas kg,Alimentos y Bebidas No Alcohólicas,high,
5126,Galleta Ferrari Ghezzi Merenguitas 50 gr,Alimentos y Bebidas No Alcohólicas,high,
5127,Maracuya 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5128,Arroz Popular Kg,Alimentos y Bebidas No Alcohólicas,high,
5129,Pera Packham 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5132,Cebolla Fresca en Cubo kg,Alimentos y Bebidas No Alcohólicas,high,
5134,Manzana Roja 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5135,Arveja China 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5136,Kinoto kg,Alimentos y Bebidas No Alcohólicas,high,
5139,Ensalada Tipo Rusa kg,Alimentos y Bebidas No Alcohólicas,high,
5140,Wacataya 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5141,Hongos Secos Boletus 50 gr,Alimentos y Bebidas No Alcohólicas,high,
5143,Hoja de Laurel Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5147,Canela en Rama Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5151,Mix Carbonada kg,Alimentos y Bebidas No Alcohólicas,high,
5153,Cebolla Blanca en Rodajas 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5154,Choclo Fresco Desgranado kg,Alimentos y Bebidas No Alcohólicas,high,
5156,Zanahoria Picada kg,Alimentos y Bebidas No Alcohólicas,high,
5157,Ensalada Repollo Zanahoria kg,Alimentos y Bebidas No Alcohólicas,high,
5158,Yuca Pelada kg,Alimentos y Bebidas No Alcohólicas,high,
5160,Brote de Alfa 1 un,Alimentos y Bebidas No Alcohólicas,high,
5163,Zanahoria Vainita Picada kg,Alimentos y Bebidas No Alcohólicas,high,
5164,Mix de Verduras kg,Alimentos y Bebidas No Alcohólicas,high,
5165,Maiz Mote Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5166,Trigo Pelado Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5167,Frijol Negro Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5168,Quinua Real Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5171,Frijol Cumandita Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5173,Durazno Criollo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5174,Aji Gusanito Picante 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5175,Triguillo Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5176,Maiz de Pipoca Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5177,Limon Tipo Italiano 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5178,Garbanzo Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5179,Calabacin 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5180,Linaza Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5181,Limon Mandarina 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5183,Nabo Blanco 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5184,Zapallo Picado kg,Alimentos y Bebidas No Alcohólicas,high,
5187,Cebollita Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5188,Mix Estofado kg,Alimentos y Bebidas No Alcohólicas,high,
5190,Frijol Blanco Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5191,Manzanilla Hiperamxi kg,Alimentos y Bebidas No Alcohólicas,high,
5192,Col 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5195,Pachio 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5196,Pimenton Amarillo 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5199,Uva Rosada Criolla 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5200,Apio Fresco Picado kg,Alimentos y Bebidas No Alcohólicas,high,
5201,Ajo Pelado 1 Kg,Alimentos y Bebidas No Alcohólicas,high,
5202,Mix Sopa de Verduras kg,Alimentos y Bebidas No Alcohólicas,high,
5203,Frijol Cuarenton Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5205,Maiz de Somo Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5206,Api Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5207,Aji Peruano kg,Alimentos y Bebidas No Alcohólicas,high,
5208,Aji Camba 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5209,Chuño Blanco 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5212,Tomate Cherry 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5213,Frangollo Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5216,Mix Caldo Para Bebe kg,Alimentos y Bebidas No Alcohólicas,high,
5217,Linaza en Polvo Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5220,Flor de Jamaica 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5224,Clavo de Olor Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5226,Soya Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5228,Brote De Soya 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5229,CP ARANDANO ANDEAN BLUEBERRIES 125 G,Alimentos y Bebidas No Alcohólicas,high,
5230,Curcuma 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5231,Rabano 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5235,Chuño Negro 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5236,Esparragos 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5267,Lechuga La Fuente Baby 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5268,Lechuga La Fuente Batavia Roja 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5269,Lechuga La Fuenta Hoja Roble Morado kg,Alimentos y Bebidas No Alcohólicas,high,
5270,Lechuga La Fuente Hoja Roble Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5271,Lechuga La Fuente Manteca 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5272,Lechuga La Fuente Romana Verde 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5273,Arandanos Deshidratado Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5278,Semilla de Girasol Hipermaxi kg,Alimentos y Bebidas No Alcohólicas,high,
5290,Fideo Ferrari Fetuccini 400 gr,Alimentos y Bebidas No Alcohólicas,high,
5294,Pimenton Rojo Quinta Manantial 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5298,Tomate Manzana Quinta Manantial 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5312,Fideo Ferrari Spaguetti 400 gr,Alimentos y Bebidas No Alcohólicas,high,
5314,Aji Jalapeño Quinta Manantial 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5330,CP LECHUGA CRESPA HIDRO MANANTIAL 1 UND,Alimentos y Bebidas No Alcohólicas,high,
5343,Pepinillos Quinta Manantial 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5355,Lasaña Ferrari 200 gr,Alimentos y Bebidas No Alcohólicas,high,
5356,Tomate Cherry Quinta Manantial 1 kg,Alimentos y Bebidas No Alcohólicas,high,
5363,Fideo Ferrari Cabello de Angel 200 gr,Alimentos y Bebidas No Alcohólicas,high,
5398,Fideo Ferrari Tallarin Especial 400 gr,Alimentos y Bebidas No Alcohólicas,high,
5409,Aji Casa Loma Mix 1 un,Alimentos y Bebidas No Alcohólicas,high,
5412,Albahaca Casa Loma 1 un,Alimentos y Bebidas No Alcohólicas,high,
5418,Ciboulettes Casa Loma 1 un,Alimentos y Bebidas No Alcohólicas,high,
5419,Ciboulettes Casa Loma Ajo 1 un,Alimentos y Bebidas No Alcohólicas,high,
5423,Espinaca Casa Loma 1 un,Alimentos y Bebidas No Alcohólicas,high,
5430,Lechuga Casa Loma Mezclum 1 un,Alimentos y Bebidas No Alcohólicas,high,
5438,Menta Casa Loma 1 un,Alimentos y Bebidas No Alcohólicas,high,
5448,Rucula Casa Loma 1 un,Alimentos y Bebidas No Alcohólicas,high,
5451,Tomillo Casa Loma 1 un,Alimentos y Bebidas No Alcohólicas,high,
5472,Palta Hass 1 kg,Alimentos y Bebidas No Alcohólicas,high,
