"city","fecha","city_index"
"cochabamba",2025-01-30,112.430887100654
"cochabamba",2025-01-31,112.425794700201
"cochabamba",2025-02-01,112.582802777566
"cochabamba",2025-02-02,112.96085098535
"cochabamba",2025-02-03,113.109316733564
"cochabamba",2025-02-04,113.109653139422
"cochabamba",2025-02-05,113.116662464303
"cochabamba",2025-02-06,113.125000696806
"cochabamba",2025-02-07,113.135587304101
"cochabamba",2025-02-08,113.018661942311
"cochabamba",2025-02-09,113.050853743982
"cochabamba",2025-02-10,113.023461756555
"cochabamba",2025-02-11,113.013345504488
"cochabamba",2025-02-12,113.016154668639
"cochabamba",2025-02-13,113.064314001666
"cochabamba",2025-02-14,113.073693993342
"cochabamba",2025-02-15,112.700445651308
"cochabamba",2025-02-16,112.719795939584
"cochabamba",2025-02-17,112.736334552588
"cochabamba",2025-02-18,112.736311322226
"cochabamba",2025-02-19,112.752608337488
"cochabamba",2025-02-20,112.689107270605
"cochabamba",2025-02-21,112.687812602006
"cochabamba",2025-02-22,112.681670770214
"cochabamba",2025-02-23,112.774265464026
"cochabamba",2025-02-24,112.779585064796
"cochabamba",2025-02-25,112.777515859142
"cochabamba",2025-02-26,112.790467629974
"cochabamba",2025-02-27,112.846543079882
"cochabamba",2025-02-28,112.841938621383
"cochabamba",2025-03-01,112.866740766423
"cochabamba",2025-03-02,112.904098994354
"cochabamba",2025-03-03,112.905002346518
"cochabamba",2025-03-04,112.905002346518
"cochabamba",2025-03-05,112.905612280687
"cochabamba",2025-03-06,112.906558753502
"cochabamba",2025-03-07,113.115379562099
"cochabamba",2025-03-08,113.129122431529
"cochabamba",2025-03-09,113.175416498251
"cochabamba",2025-03-10,113.101415665924
"cochabamba",2025-03-11,113.34338027908
"cochabamba",2025-03-12,113.355789162397
"cochabamba",2025-03-13,113.391292063891
"cochabamba",2025-03-14,113.404113085048
"cochabamba",2025-03-15,113.437635591431
"cochabamba",2025-03-16,113.31304668438
"cochabamba",2025-03-17,113.307812535584
"cochabamba",2025-03-18,113.307812535584
"cochabamba",2025-03-19,113.342832070778
"cochabamba",2025-03-20,113.392339070783
"cochabamba",2025-03-21,113.414044453015
"cochabamba",2025-03-22,113.406087529272
"cochabamba",2025-03-23,113.454525179232
"cochabamba",2025-03-24,113.464047014073
"cochabamba",2025-03-25,113.454694281248
"cochabamba",2025-03-26,113.485560127229
"cochabamba",2025-03-27,113.443440839417
"cochabamba",2025-03-28,113.578809967549
"cochabamba",2025-03-29,113.792149510314
"cochabamba",2025-03-30,113.886753076112
"cochabamba",2025-03-31,114.16473917612
"cochabamba",2025-04-01,114.141420490668
"cochabamba",2025-04-02,116.096724908313
"cochabamba",2025-04-03,116.277724794844
"cochabamba",2025-04-04,116.451195081029
"cochabamba",2025-04-05,116.561262755713
"cochabamba",2025-04-06,116.55192144507
"cochabamba",2025-04-07,116.577240815238
"cochabamba",2025-04-08,116.451326443148
"cochabamba",2025-04-09,116.488866345057
"cochabamba",2025-04-10,116.51380699242
"cochabamba",2025-04-11,116.524840758141
"cochabamba",2025-04-12,116.759242501989
"cochabamba",2025-04-13,116.881761619535
"cochabamba",2025-04-14,116.888801646378
"cochabamba",2025-04-15,116.88937845771
"cochabamba",2025-04-16,116.965777955574
"cochabamba",2025-04-17,117.237022106354
"cochabamba",2025-04-18,117.449393542953
"cochabamba",2025-04-19,117.541980585248
"cochabamba",2025-04-20,117.541980585248
"cochabamba",2025-04-21,117.544396394085
"cochabamba",2025-04-22,117.579492609537
"cochabamba",2025-04-23,117.595000416074
"cochabamba",2025-04-24,117.641909895882
"cochabamba",2025-04-25,117.6532676387
"cochabamba",2025-04-26,117.751944726495
"cochabamba",2025-04-27,117.864204808603
"cochabamba",2025-04-28,117.895925812122
"cochabamba",2025-04-29,117.896411357598
"cochabamba",2025-04-30,118.145414300069
"cochabamba",2025-05-01,118.667687717293
"cochabamba",2025-05-02,120.025295426913
"cochabamba",2025-05-03,120.025295426913
"cochabamba",2025-05-04,120.489289147989
"cochabamba",2025-05-05,120.493817382281
"cochabamba",2025-05-06,120.493817382281
"cochabamba",2025-05-07,121.161861413189
"cochabamba",2025-05-08,123.748217024299
"cochabamba",2025-05-09,123.892940509309
"cochabamba",2025-05-10,123.806725324688
"cochabamba",2025-05-11,124.000755657024
"cochabamba",2025-05-12,124.054470529659
"cochabamba",2025-05-13,124.054470529659
"cochabamba",2025-05-14,124.494041582544
"cochabamba",2025-05-15,124.524665364566
"cochabamba",2025-05-16,124.66074076898
"cochabamba",2025-05-17,124.707770278123
"cochabamba",2025-05-18,125.590391552341
"cochabamba",2025-05-19,125.819942708473
"cochabamba",2025-05-20,125.821945850135
"cochabamba",2025-05-21,126.291926243251
"cochabamba",2025-05-22,126.944945928169
"cochabamba",2025-05-23,127.174561898636
"cochabamba",2025-05-24,127.37657807368
"cochabamba",2025-05-25,127.483516529788
"cochabamba",2025-05-26,127.67643538009
"cochabamba",2025-05-27,127.701510534306
"cochabamba",2025-05-28,129.117229540226
"cochabamba",2025-05-29,129.705970920124
"cochabamba",2025-05-30,130.711529659515
"cochabamba",2025-05-31,130.73692107349
"cochabamba",2025-06-01,132.129165414325
"cochabamba",2025-06-02,132.145030626382
"cochabamba",2025-06-03,133.254165887768
"cochabamba",2025-06-11,134.199746321308
"cochabamba",2025-06-12,134.199746321308
"cochabamba",2025-06-13,134.4119691174
"cochabamba",2025-06-14,134.457862291205
"cochabamba",2025-06-15,134.690780368571
"cochabamba",2025-06-16,134.756146080447
"cochabamba",2025-06-17,134.761178859382
"cochabamba",2025-06-18,134.998884875824
"cochabamba",2025-06-19,135.23135360943
"cochabamba",2025-06-20,135.466893746151
"cochabamba",2025-06-21,135.472329559972
"cochabamba",2025-06-22,135.603739501593
"cochabamba",2025-06-23,135.60356771979
"cochabamba",2025-06-24,135.608587561409
"cochabamba",2025-06-25,136.483600972868
"cochabamba",2025-06-26,136.578745157874
"cochabamba",2025-06-27,137.051274921198
"cochabamba",2025-06-28,137.121536848037
"cochabamba",2025-06-29,137.183822364182
"cochabamba",2025-06-30,137.323734162869
"cochabamba",2025-07-01,138.306975688281
"cochabamba",2025-07-02,138.396247986938
"cochabamba",2025-07-03,139.342777270564
"cochabamba",2025-07-04,139.714604187805
"cochabamba",2025-07-05,139.71846979996
"cochabamba",2025-07-06,140.084897615819
"cochabamba",2025-07-07,140.115769717417
"cochabamba",2025-07-08,140.320271907088
"cochabamba",2025-07-09,140.328788402423
"cochabamba",2025-07-10,140.390093766318
"cochabamba",2025-07-11,140.702778677716
"cochabamba",2025-07-12,140.746581446991
"cochabamba",2025-07-13,140.863368847996
"cochabamba",2025-07-14,140.895104396966
"cochabamba",2025-07-15,140.739624476225
"cochabamba",2025-07-16,140.966133291067
"cochabamba",2025-07-17,140.989635133707
"cochabamba",2025-07-18,141.089107767039
"cochabamba",2025-07-19,141.404816936378
"cochabamba",2025-07-20,141.414591591694
"cochabamba",2025-07-21,141.487695140565
"cochabamba",2025-07-22,141.540427928095
"cochabamba",2025-07-23,141.59538421675
"cochabamba",2025-07-24,141.73413331029
"cochabamba",2025-07-25,141.783833504726
"cochabamba",2025-07-26,141.974714983661
"cochabamba",2025-07-27,142.021049641454
"cochabamba",2025-07-28,142.021320513794
"cochabamba",2025-07-29,142.17512596968
"cochabamba",2025-07-30,142.259188515636
"cochabamba",2025-07-31,142.331784828706
"cochabamba",2025-08-01,142.262437322198
"cochabamba",2025-08-02,142.623051467498
"cochabamba",2025-08-03,142.18864599238
"cochabamba",2025-08-04,142.18864599238
"cochabamba",2025-08-05,142.246749453622
"cochabamba",2025-08-06,142.358790920416
"cochabamba",2025-08-07,142.358790920416
"cochabamba",2025-08-08,142.358790920416
"cochabamba",2025-08-09,142.363803065807
"cochabamba",2025-08-10,142.355145405621
"cochabamba",2025-08-11,142.368473517259
"cochabamba",2025-08-12,142.368473517259
"cochabamba",2025-08-13,142.542069512293
"cochabamba",2025-08-14,142.454231603488
"cochabamba",2025-08-15,142.549914841083
"cochabamba",2025-08-16,142.694798697079
"cochabamba",2025-08-17,142.569812763938
"cochabamba",2025-08-18,142.559979730402
"cochabamba",2025-08-19,142.580082725756
"cochabamba",2025-08-20,142.712752554067
"cochabamba",2025-08-21,142.744337768395
"cochabamba",2025-08-22,142.790603949957
"cochabamba",2025-08-23,143.06207032752
"cochabamba",2025-08-24,143.06207032752
"cochabamba",2025-08-25,143.19072211899
"cochabamba",2025-08-26,143.205165308874
"cochabamba",2025-08-27,143.3229435123
"cochabamba",2025-08-28,143.40698446722
"cochabamba",2025-08-29,143.362948597666
"cochabamba",2025-08-30,143.630773552263
"cochabamba",2025-08-31,143.630773552263
"cochabamba",2025-09-01,143.705622986424
"cochabamba",2025-09-02,143.713783796045
"cochabamba",2025-09-03,143.724887411564
"cochabamba",2025-09-04,143.664951276367
"cochabamba",2025-09-05,143.680906589182
"cochabamba",2025-09-06,143.558238518337
"cochabamba",2025-09-07,143.698907801611
"cochabamba",2025-09-08,143.78933941964
"cochabamba",2025-09-09,143.798997423748
"cochabamba",2025-09-10,143.747603491351
"cochabamba",2025-09-11,143.177094103455
"cochabamba",2025-09-12,143.177094103455
"cochabamba",2025-09-13,143.146193184161
"cochabamba",2025-09-14,143.163182966754
"cochabamba",2025-09-15,143.188579420818
"cochabamba",2025-09-16,143.188579420818
"cochabamba",2025-09-17,143.22574796299
"cochabamba",2025-09-18,143.225936397811
"cochabamba",2025-09-19,143.071359377436
"cochabamba",2025-09-20,143.127869054142
"cochabamba",2025-09-21,143.120582331562
"cochabamba",2025-09-22,143.106363669165
"cochabamba",2025-09-23,143.106363669165
"cochabamba",2025-09-24,143.052978706844
"cochabamba",2025-09-25,143.058793291288
"cochabamba",2025-09-26,143.086737071928
"cochabamba",2025-09-27,143.081842865433
"cochabamba",2025-09-28,143.081842865433
"cochabamba",2025-09-29,143.130000803628
"cochabamba",2025-09-30,143.214116535033
"cochabamba",2025-10-01,143.214116535033
"cochabamba",2025-10-02,143.811762101477
"cochabamba",2025-10-03,143.654742615067
"cochabamba",2025-10-04,143.631658910928
"cochabamba",2025-10-05,143.65186851886
"cochabamba",2025-10-06,143.655604264142
"cochabamba",2025-10-07,143.696336670596
"cochabamba",2025-10-08,143.699047058995
"cochabamba",2025-10-09,143.698276749895
"cochabamba",2025-10-10,143.46136260595
"cochabamba",2025-10-11,143.136401334144
"cochabamba",2025-10-12,143.121629758396
"cochabamba",2025-10-13,142.994743541264
"cochabamba",2025-10-14,142.995615047265
"cochabamba",2025-10-15,143.03940645016
"cochabamba",2025-10-16,143.057994738612
"cochabamba",2025-10-17,143.035888206849
"cochabamba",2025-10-18,143.121710299752
"cochabamba",2025-10-19,143.17156796123
"cochabamba",2025-10-20,143.180079402278
"cochabamba",2025-10-21,143.154199018753
"cochabamba",2025-10-22,143.183348370904
"cochabamba",2025-10-23,143.212913318025
"cochabamba",2025-10-24,143.194726260885
"cochabamba",2025-10-25,143.080100616023
"cochabamba",2025-10-26,143.132949837968
"cochabamba",2025-10-27,143.134563247672
"cochabamba",2025-10-28,143.138309435396
"cochabamba",2025-10-29,143.182271254045
"cochabamba",2025-10-30,143.214535287871
"cochabamba",2025-10-31,143.230276312893
"cochabamba",2025-11-01,143.070673506021
"cochabamba",2025-11-02,143.731867073761
"cochabamba",2025-11-03,143.71271838974
"cochabamba",2025-11-04,143.7151565446
"cochabamba",2025-11-05,143.708508275255
"cochabamba",2025-11-06,143.857426602113
"cochabamba",2025-11-07,143.81960047512
"cochabamba",2025-11-08,143.298300843299
"cochabamba",2025-11-09,143.375053036869
"cochabamba",2025-11-10,143.368018074061
"cochabamba",2025-11-11,143.382198679147
"cochabamba",2025-11-12,143.304844622629
"cochabamba",2025-11-13,143.308726564206
"cochabamba",2025-11-14,143.278534392279
"cochabamba",2025-11-15,143.29345897638
"cochabamba",2025-11-16,143.316559151686
"cochabamba",2025-11-17,143.274342181072
"cochabamba",2025-11-18,143.27884913617
"cochabamba",2025-11-19,143.23271808782
"cochabamba",2025-11-20,143.131326425556
"cochabamba",2025-11-21,143.139980714144
"cochabamba",2025-11-22,143.1155884051
"cochabamba",2025-11-23,143.127212707586
"cochabamba",2025-11-24,143.160210603539
"cochabamba",2025-11-25,143.158653814604
"cochabamba",2025-11-26,142.887836322025
"cochabamba",2025-11-27,142.922485944995
"cochabamba",2025-11-28,142.917716206376
"cochabamba",2025-11-29,142.915734199042
"cochabamba",2025-11-30,142.948253635399
"cochabamba",2025-12-01,142.527669106319
"cochabamba",2025-12-02,142.525651285003
"cochabamba",2025-12-03,142.747890422317
"cochabamba",2025-12-04,143.055123082896
"cochabamba",2025-12-05,143.108411168703
"cochabamba",2025-12-06,143.121756991997
"cochabamba",2025-12-07,142.606999829646
"cochabamba",2025-12-08,142.618045003506
"cochabamba",2025-12-09,142.611702950303
"cochabamba",2025-12-10,142.56584658981
"cochabamba",2025-12-11,142.539131181323
"cochabamba",2025-12-12,142.521158873448
"cochabamba",2025-12-13,142.513377021454
"cochabamba",2025-12-14,142.518764170335
"cochabamba",2025-12-15,142.598721036126
"cochabamba",2025-12-16,142.592621087171
"cochabamba",2025-12-17,142.601350211635
"cochabamba",2025-12-18,142.490219707695
"cochabamba",2025-12-19,142.45242652515
"cochabamba",2025-12-20,142.460891941555
"cochabamba",2025-12-21,142.444164374985
"cochabamba",2025-12-23,142.446052384714
"cochabamba",2025-12-24,142.455608532597
"cochabamba",2025-12-25,142.460399900512
"cochabamba",2025-12-26,142.475695518395
"cochabamba",2025-12-27,142.477068242754
"cochabamba",2025-12-28,142.484732548856
"cochabamba",2025-12-29,142.411872632958
"cochabamba",2025-12-30,142.425861308538
"cochabamba",2025-12-31,142.422971720481
"cochabamba",2026-01-01,143.491347366739
"cochabamba",2026-01-02,143.493545577222
"cochabamba",2026-01-03,143.493545577222
"cochabamba",2026-01-04,143.483763954957
"cochabamba",2026-01-05,143.481511031865
"cochabamba",2026-01-06,143.426638152499
"cochabamba",2026-01-07,143.426638152499
"cochabamba",2026-01-08,143.242726305817
"cochabamba",2026-01-09,143.321256386057
"cochabamba",2026-01-10,143.329115346993
"cochabamba",2026-01-12,142.504913947127
"cochabamba",2026-01-13,142.502119054194
"cochabamba",2026-01-14,142.285803233889
"cochabamba",2026-01-15,142.292198932075
"cochabamba",2026-01-16,142.269491500087
"cochabamba",2026-01-17,142.247861100145
"cochabamba",2026-01-18,142.209604415352
"cochabamba",2026-01-19,142.210500464821
"cochabamba",2026-01-20,142.223751546559
"cochabamba",2026-01-21,142.196636965524
"cochabamba",2026-01-22,142.150222825369
"cochabamba",2026-01-23,142.165313398173
"cochabamba",2026-01-24,142.146752208618
"cochabamba",2026-01-25,142.123320309719
"cochabamba",2026-01-26,142.137410718678
"cochabamba",2026-01-27,142.137410718678
"cochabamba",2026-01-28,141.962852113524
"cochabamba",2026-01-29,141.635041549343
"cochabamba",2026-01-30,141.645998687931
"cochabamba",2026-01-31,141.650314399827
"cochabamba",2026-02-01,142.605204637123
"cochabamba",2026-02-02,142.592622262996
"cochabamba",2026-02-03,142.624978055374
"cochabamba",2026-02-04,142.57837538767
"cochabamba",2026-02-05,142.584408842035
"cochabamba",2026-02-06,142.243051484349
"cochabamba",2026-02-07,141.951292403307
"cochabamba",2026-02-08,141.902285191773
"cochabamba",2026-02-09,141.900210831188
"cochabamba",2026-02-10,141.88741748045
"cochabamba",2026-02-11,141.927880962182
"cochabamba",2026-02-12,141.773825125989
"cochabamba",2026-02-13,141.7469052108
"cochabamba",2026-02-14,141.624290919374
"cochabamba",2026-02-15,141.614502103119
"cochabamba",2026-02-16,141.629973691959
"cochabamba",2026-02-17,141.64595063767
"cochabamba",2026-02-18,141.699989577096
"cochabamba",2026-02-19,141.330646675611
"cochabamba",2026-02-20,141.304664202974
"cochabamba",2026-02-21,141.188781054062
"cochabamba",2026-02-22,141.168383809037
"cochabamba",2026-02-23,141.155903532384
"cochabamba",2026-02-24,141.132818133892
"cochabamba",2026-02-25,141.088533023779
"cochabamba",2026-02-26,141.110204591571
"cochabamba",2026-02-27,141.099553935618
"cochabamba",2026-02-28,141.096387793739
"cochabamba",2026-03-01,141.101904228682
"cochabamba",2026-03-02,141.383268910478
"cochabamba",2026-03-03,141.263128628599
"cochabamba",2026-03-04,141.253834413858
"cochabamba",2026-03-05,141.233453514376
"cochabamba",2026-03-06,140.449663113567
"cochabamba",2026-03-07,140.350992183284
"cochabamba",2026-03-08,140.346831311098
"cochabamba",2026-03-09,140.346409555631
"cochabamba",2026-03-10,140.269852324379
"cochabamba",2026-03-11,140.263702810986
"cochabamba",2026-03-13,140.261452324443
"cochabamba",2026-03-14,140.228908661395
"cochabamba",2026-03-15,140.212035163073
"cochabamba",2026-03-16,140.017395557842
"cochabamba",2026-03-17,139.910467684323
"cochabamba",2026-03-18,139.917763265963
"cochabamba",2026-03-19,139.812341905272
"cochabamba",2026-03-20,139.761510611119
"cochabamba",2026-03-21,139.802088997735
"cochabamba",2026-03-22,139.80394537387
"cochabamba",2026-03-23,139.799457553654
"cochabamba",2026-03-24,139.778902150379
"cochabamba",2026-03-25,139.772134140035
"cochabamba",2026-03-26,139.768615556307
"cochabamba",2026-03-27,139.776844235189
"cochabamba",2026-03-28,139.779912983832
"cochabamba",2026-03-29,139.327697097034
"cochabamba",2026-03-30,139.333797523493
"cochabamba",2026-03-31,139.302854103692
"cochabamba",2026-04-01,139.770434028185
"cochabamba",2026-04-02,139.798793885869
"cochabamba",2026-04-03,139.798793885869
"cochabamba",2026-04-04,139.777562656124
"cochabamba",2026-04-05,139.747259655981
"cochabamba",2026-04-06,140.01489230309
"cochabamba",2026-04-07,140.01489230309
"cochabamba",2026-04-08,139.933956510232
"cochabamba",2026-04-09,139.864191542486
"cochabamba",2026-04-10,139.344213813019
"cochabamba",2026-04-11,139.320990626036
"cochabamba",2026-04-12,139.307347953393
"cochabamba",2026-04-13,139.306156669978
"cochabamba",2026-04-14,139.216218627568
"cochabamba",2026-04-15,139.124575105001
"cochabamba",2026-04-16,139.127452161655
"cochabamba",2026-04-17,139.141590638369
"cochabamba",2026-04-18,139.090425886635
"cochabamba",2026-04-19,139.080168167164
"cochabamba",2026-04-20,139.076955099044
"cochabamba",2026-04-21,139.064214335013
"cochabamba",2026-04-22,139.048347679401
"cochabamba",2026-04-23,139.028561171458
"cochabamba",2026-04-24,139.018433161822
"cochabamba",2026-04-25,139.045817950335
"la_paz",2024-07-29,100
"la_paz",2024-07-30,100.099421884771
"la_paz",2024-07-31,100.099421884771
"la_paz",2024-08-01,100.622226094492
"la_paz",2024-08-02,100.982267577623
"la_paz",2024-08-03,100.785576801546
"la_paz",2024-08-04,100.792235967596
"la_paz",2024-08-05,100.792235967596
"la_paz",2024-08-06,100.798807448887
"la_paz",2024-08-07,101.217058896027
"la_paz",2024-08-08,101.197299383553
"la_paz",2024-08-09,102.476096705473
"la_paz",2024-08-10,102.905408488321
"la_paz",2024-08-11,103.378635378995
"la_paz",2024-08-12,103.373764495011
"la_paz",2024-08-13,103.412615481002
"la_paz",2024-08-14,103.412615481002
"la_paz",2024-08-15,103.410151909908
"la_paz",2024-08-16,103.527601148959
"la_paz",2024-08-17,103.480193388413
"la_paz",2024-08-18,103.494175406996
"la_paz",2024-08-19,103.483930051917
"la_paz",2024-08-20,103.481686611905
"la_paz",2024-08-21,103.56739786539
"la_paz",2024-08-22,103.593117178866
"la_paz",2024-08-23,103.680943606931
"la_paz",2024-08-24,103.708025545851
"la_paz",2024-08-25,103.727572053779
"la_paz",2024-08-26,103.738322404513
"la_paz",2024-08-27,103.734125993778
"la_paz",2024-08-28,104.504149109993
"la_paz",2024-08-29,104.553488215772
"la_paz",2024-08-30,104.956099713245
"la_paz",2024-08-31,105.288865029701
"la_paz",2024-09-01,106.654999308355
"la_paz",2024-09-02,106.703195652768
"la_paz",2024-09-03,106.703195652768
"la_paz",2024-09-04,106.84685598477
"la_paz",2024-09-05,106.897533759988
"la_paz",2024-09-06,106.951224352113
"la_paz",2024-09-07,106.911437886125
"la_paz",2024-09-08,106.935525177634
