"fecha","national_index"
2024-11-03,109.372849388934
2024-11-04,109.39626089762
2024-11-05,109.39626089762
2024-11-06,109.444316618031
2024-11-07,109.424005417765
2024-11-08,109.448199243681
2024-11-09,109.273172863791
2024-11-10,109.30041458621
2024-11-11,109.313468143462
2024-11-12,109.311410462736
2024-11-13,109.353153500744
2024-11-14,109.397874253996
2024-11-15,109.388357892542
2024-11-16,109.406996791129
2024-11-17,109.398571704813
2024-11-18,109.41473565721
2024-11-19,109.403505451667
2024-11-20,109.497347450645
2024-11-21,109.572083432081
2024-11-22,109.588654405395
2024-11-23,109.419541724395
2024-11-24,109.46318940959
2024-11-25,109.455769059321
2024-11-26,109.471903952045
2024-11-27,109.505562586929
2024-11-28,109.537788133432
2024-11-29,109.617771527319
2024-11-30,109.627885734565
2024-12-01,109.467221175099
2024-12-02,109.560954503992
2024-12-03,109.565276761955
2024-12-04,109.831597774465
2024-12-05,109.845673190747
2024-12-06,109.904997676305
2024-12-07,109.879220292746
2024-12-08,109.906197557361
2024-12-09,110.011579263437
2024-12-10,110.010310656237
2024-12-11,110.037691472986
2024-12-12,110.016942464305
2024-12-13,109.977543555869
2024-12-14,110.06108391055
2024-12-15,110.131911005376
2024-12-16,110.191925805499
2024-12-17,110.191925805499
2024-12-18,110.218764912612
2024-12-19,110.234290027199
2024-12-20,110.234290027199
2024-12-21,110.246821344521
2024-12-22,110.252014114128
2024-12-23,110.26273833825
2024-12-24,110.26273833825
2024-12-25,110.309861535761
2024-12-26,110.316046017385
2024-12-27,110.316753608812
2024-12-28,110.32943157571
2024-12-29,110.338161146425
2024-12-30,110.370514190516
2024-12-31,110.370724546427
2025-01-01,110.592979717323
2025-01-02,111.015658623292
2025-01-03,111.026815682176
2025-01-04,111.129049618055
2025-01-05,111.282548443428
2025-01-06,111.303531190744
2025-01-07,111.563194997719
2025-01-08,111.563194997719
2025-01-09,111.595979285367
2025-01-10,111.586444485361
2025-01-11,111.587084918231
2025-01-12,111.623779118614
2025-01-13,111.585295895763
2025-01-14,111.407378805374
2025-01-15,111.464707480183
2025-01-16,111.502272667156
2025-01-17,111.535640141762
2025-01-18,111.573295523395
2025-01-19,111.591505078658
2025-01-20,111.613345409454
2025-01-21,111.614691711039
2025-01-22,111.692003113005
2025-01-23,111.698132314
2025-01-24,111.698982389598
2025-01-25,111.72454965495
2025-01-26,111.748404193961
2025-01-27,111.764293984779
2025-01-28,111.762808744303
2025-01-29,111.88076688579
2025-01-30,111.924882645896
2025-01-31,111.903827417745
2025-02-01,112.001535283778
2025-02-02,112.316986946568
2025-02-03,112.416618118259
2025-02-04,112.416306121657
2025-02-05,112.440044369001
2025-02-06,112.498963443969
2025-02-07,112.519702571013
2025-02-08,112.439883300276
2025-02-09,112.490305227524
2025-02-10,112.463416088888
2025-02-11,112.483071525018
2025-02-12,112.496367655797
2025-02-13,112.541406110298
2025-02-14,112.547813699624
2025-02-15,112.413658701513
2025-02-16,112.428751218322
2025-02-17,112.47291889465
2025-02-18,112.473599806529
2025-02-19,112.516159831862
2025-02-20,112.519828073375
2025-02-21,112.462927458843
2025-02-22,112.478134587812
2025-02-23,112.532844667145
2025-02-24,112.525151862892
2025-02-25,112.52284213974
2025-02-26,112.566146654771
2025-02-27,112.610265060827
2025-02-28,112.631068629976
2025-03-01,112.640229956261
2025-03-02,112.727995569079
2025-03-03,112.728977302381
2025-03-04,112.729337492482
2025-03-05,112.729456009443
2025-03-06,112.731278965108
2025-03-07,112.901313503149
2025-03-08,112.959768801949
2025-03-09,112.993791006225
2025-03-10,112.946173856479
2025-03-11,113.064413724973
2025-03-12,113.077353847671
2025-03-13,113.111823043039
2025-03-14,113.125806660701
2025-03-15,113.138450159383
2025-03-16,113.049171245625
2025-03-17,113.042049786322
2025-03-18,113.042973388658
2025-03-19,113.075043032226
2025-03-20,113.096236578729
2025-03-21,113.143622708032
2025-03-22,113.168051109385
2025-03-23,113.212684737351
2025-03-24,113.236179487229
2025-03-25,113.230830305359
2025-03-26,113.32092605003
2025-03-27,113.381219215659
2025-03-28,113.500299378374
2025-03-29,113.666972071623
2025-03-30,113.783116476082
2025-03-31,113.938441420215
2025-04-01,113.934245437065
2025-04-02,115.197415709489
2025-04-03,115.360133155772
2025-04-04,115.450928522943
2025-04-05,115.615349514067
2025-04-06,116.088715634351
2025-04-07,116.144294593142
2025-04-08,116.06503875361
2025-04-09,116.140275106515
2025-04-10,116.159969048141
2025-04-11,116.19627928566
2025-04-12,116.360633452264
2025-04-13,116.534451141672
2025-04-14,116.536531057814
2025-04-15,116.541997100627
2025-04-16,116.724681492712
2025-04-17,116.996909084975
2025-04-18,117.193288960212
2025-04-19,117.163875470441
2025-04-20,117.163906364943
2025-04-21,117.198654608733
2025-04-22,117.222661516161
2025-04-23,117.282494597701
2025-04-24,117.324017876686
2025-04-25,117.363663586057
2025-04-26,117.413012474639
2025-04-27,117.509776363397
2025-04-28,117.529864225701
2025-04-29,117.529947274381
2025-04-30,117.748134844423
2025-05-01,118.125446654914
2025-05-02,119.149570140887
2025-05-03,119.149570140887
2025-05-04,119.731674093317
2025-05-05,119.767383134583
2025-05-06,119.767383134583
2025-05-07,120.650672033392
2025-05-08,121.814839216175
2025-05-09,122.260049360301
2025-05-10,122.270013797916
2025-05-11,122.548097075913
2025-05-12,122.641718702273
2025-05-13,122.639732868167
2025-05-14,123.098399908237
2025-05-15,123.306599591866
2025-05-16,123.583789373596
2025-05-17,123.663050551072
2025-05-18,125.294619641323
2025-05-19,125.44487419226
2025-05-20,125.445297772025
2025-05-21,125.911137799552
2025-05-22,126.304226646111
2025-05-23,126.67340843746
2025-05-24,126.890281108223
2025-05-25,127.076216595708
2025-05-26,127.324840645991
2025-05-27,127.331992770008
2025-05-28,128.268124463351
2025-05-29,128.474815293059
2025-05-30,129.30065016808
2025-05-31,129.435624123034
2025-06-01,131.114966180198
2025-06-02,131.270261935806
2025-06-03,132.012273854293
2025-06-11,133.547020775793
2025-06-12,133.547020775793
2025-06-13,133.781827468322
2025-06-14,133.820803714274
2025-06-15,134.181066993109
2025-06-16,134.21881401359
2025-06-17,134.222554630757
2025-06-18,134.391146143113
2025-06-19,134.56894145514
2025-06-20,134.764997836418
2025-06-21,134.775946186682
2025-06-22,134.86412903216
2025-06-23,134.870979994019
2025-06-24,134.868438402701
2025-06-25,135.432106775935
2025-06-26,135.564584676251
2025-06-27,136.00218908688
2025-06-28,136.059075631492
2025-06-29,136.244067033816
2025-06-30,136.282697827824
2025-07-01,137.568072872559
2025-07-02,137.864638920759
2025-07-03,138.373388085246
2025-07-04,138.452797233363
2025-07-05,138.452495121589
2025-07-06,138.944731216488
2025-07-07,138.961110331758
2025-07-08,139.239262216381
2025-07-09,139.268799194141
2025-07-10,139.330046934562
2025-07-11,139.605846721499
2025-07-12,139.776420579171
2025-07-13,139.837298118616
2025-07-14,139.858226288664
2025-07-15,139.845882273475
2025-07-16,139.88644601419
2025-07-17,139.981514579615
2025-07-18,139.878978176907
2025-07-19,140.041168133212
2025-07-20,140.142622393962
2025-07-21,140.194579976089
2025-07-22,140.301036161703
2025-07-23,140.378693105848
2025-07-24,140.428822430694
2025-07-25,140.489770699847
2025-07-26,140.554733471209
2025-07-27,140.63464362812
2025-07-28,140.640006606995
2025-07-29,140.69262962601
2025-07-30,140.773294940219
2025-07-31,140.868849316563
2025-08-01,140.969758385714
2025-08-02,141.040960632574
2025-08-03,140.894853461099
2025-08-04,140.894853461099
2025-08-05,140.931333199182
2025-08-06,141.013772271428
2025-08-07,141.013772271428
2025-08-08,141.042564458805
2025-08-09,141.057483341362
2025-08-10,141.130112725536
2025-08-11,141.1383561252
2025-08-12,141.140340218114
2025-08-13,141.232428833891
2025-08-14,141.024631979718
2025-08-15,140.994801313714
2025-08-16,141.104864984909
2025-08-17,141.048580226954
2025-08-18,141.043477780235
2025-08-19,141.082150501128
2025-08-20,141.193932339229
2025-08-21,141.252513755419
2025-08-22,141.27790251524
2025-08-23,141.481978692517
2025-08-24,141.481978692517
2025-08-25,141.657008216914
2025-08-26,141.66907537414
2025-08-27,141.722409924092
2025-08-28,141.781670550226
2025-08-29,141.79751043284
2025-08-30,141.936555087533
2025-08-31,141.936555087533
2025-09-01,142.024737812348
2025-09-02,142.029616236233
2025-09-03,142.094716398902
2025-09-04,141.981850836421
2025-09-05,141.987712203854
2025-09-06,142.13301777005
2025-09-07,142.173674845597
2025-09-08,142.291516346658
2025-09-09,142.295178956612
2025-09-10,142.225353553435
2025-09-11,141.855394426548
2025-09-12,141.855394426548
2025-09-13,141.876871458925
2025-09-14,141.878153297321
2025-09-15,141.887620455525
2025-09-16,141.88812366984
2025-09-17,141.848963928822
2025-09-18,141.862031146521
2025-09-19,141.737190930147
2025-09-20,141.750280727344
2025-09-21,141.738913370779
2025-09-22,141.72033392168
2025-09-23,141.722723290981
2025-09-24,141.681671661601
2025-09-25,141.689027114385
2025-09-26,141.653647439777
2025-09-27,141.70565992973
2025-09-28,141.70565992973
2025-09-29,141.745032317714
2025-09-30,141.802328545915
2025-10-01,141.802328545915
2025-10-02,142.259131704438
2025-10-03,142.205129077547
2025-10-04,142.139791534348
2025-10-05,142.146257186009
2025-10-06,142.126530271256
2025-10-07,142.410947618563
2025-10-08,142.445333656126
2025-10-09,142.472668904807
2025-10-10,142.28669932789
2025-10-11,142.032598366142
2025-10-12,142.028964205774
2025-10-13,141.968841986304
2025-10-14,141.970719665879
2025-10-15,142.01547987662
2025-10-16,142.063821581535
2025-10-17,142.022823697249
2025-10-18,142.049009464682
2025-10-19,142.053984412509
2025-10-20,142.069485101821
2025-10-21,142.070894348688
2025-10-22,142.129084171901
2025-10-23,142.15736732364
2025-10-24,142.179942024032
2025-10-25,142.162230318092
2025-10-26,142.197903733752
2025-10-27,142.19918850653
2025-10-28,142.202967252033
2025-10-29,142.229349475462
2025-10-30,142.259904936112
2025-10-31,142.274333742923
2025-11-01,142.175888703885
2025-11-02,142.629423382539
2025-11-03,142.603703564577
2025-11-04,142.604099838106
2025-11-05,142.62021200597
2025-11-06,142.720428160508
2025-11-07,142.62274507904
2025-11-08,142.312131479167
2025-11-09,142.303891768241
2025-11-10,142.387882723287
2025-11-11,142.3553754938
2025-11-12,142.285105272291
2025-11-13,142.3042412299
2025-11-14,142.304231521873
2025-11-15,142.341017477061
2025-11-16,142.366234297408
2025-11-17,142.331995253796
2025-11-18,142.336163279383
2025-11-19,142.257892327587
2025-11-20,142.079222723506
2025-11-21,142.025082324518
2025-11-22,142.021607037275
2025-11-23,142.024494853713
2025-11-24,141.985596660121
2025-11-25,141.98267730667
2025-11-26,141.77148740918
2025-11-27,141.804542059282
2025-11-28,141.779191913411
2025-11-29,141.791006020465
2025-11-30,141.80065067598
2025-12-01,141.567748746775
2025-12-02,141.640114511426
2025-12-03,141.771919567989
2025-12-04,141.998611293713
2025-12-05,141.965794584912
2025-12-06,141.951947487364
2025-12-07,141.79518878352
2025-12-08,141.677031399742
2025-12-09,141.667897925312
2025-12-10,141.539217772065
2025-12-11,141.441974495164
2025-12-12,141.394640226975
2025-12-13,141.362845116649
2025-12-14,141.363762649163
2025-12-15,141.404905110926
2025-12-16,141.391865584724
2025-12-17,141.390655506841
2025-12-18,141.147936346722
2025-12-19,141.196035736684
2025-12-20,141.159783932064
2025-12-21,141.180533350908
2025-12-23,141.187875952984
2025-12-24,141.195561052423
2025-12-25,141.216734932338
2025-12-26,141.221931490743
2025-12-27,141.228907110366
2025-12-28,141.226678981279
2025-12-29,141.231924154509
2025-12-30,141.249132223301
2025-12-31,141.204085575297
2026-01-01,141.846400761195
2026-01-02,141.86382181104
2026-01-03,141.85363074938
2026-01-04,141.802292778897
2026-01-05,141.799434011702
2026-01-06,141.74849203975
2026-01-07,141.712974177168
2026-01-08,141.593849552256
2026-01-09,141.577616386988
2026-01-10,141.574070285853
2026-01-12,141.01209796241
2026-01-13,141.027872826237
2026-01-14,141.139785599323
2026-01-15,141.118052199025
2026-01-16,141.108999771554
2026-01-17,141.104775232145
2026-01-18,141.043581064606
2026-01-19,141.057597794402
2026-01-20,141.10761644359
2026-01-21,141.060874474954
2026-01-22,140.991662990926
2026-01-23,140.986775942289
2026-01-24,140.986958832275
2026-01-25,140.98443748505
2026-01-26,140.99295186117
2026-01-27,140.99448813932
2026-01-28,140.872301106143
2026-01-29,140.693114247264
2026-01-30,140.694728673349
2026-01-31,139.44371125611
2026-02-01,140.073230827635
2026-02-02,140.069174596639
2026-02-03,140.07804845121
2026-02-04,140.040604794456
2026-02-05,140.026316367874
2026-02-06,139.80958317667
2026-02-07,139.546060776116
2026-02-08,139.549434302119
2026-02-09,139.548398796355
2026-02-10,139.498409818836
2026-02-11,139.494874533214
2026-02-12,139.393782128419
2026-02-13,139.377184535652
2026-02-14,139.284113236393
2026-02-15,139.285571924354
2026-02-16,139.28780949287
2026-02-17,139.292101723121
2026-02-18,139.303348359223
2026-02-19,139.113071642352
2026-02-20,139.082837262433
2026-02-21,139.027371301474
2026-02-22,139.006551613651
2026-02-23,139.00522475684
2026-02-24,138.982413072485
2026-02-25,138.852746436962
2026-02-26,138.865647772573
2026-02-27,138.85799761439
2026-02-28,138.842331136561
2026-03-01,138.842600627501
2026-03-02,139.113161850766
2026-03-03,138.95724862301
2026-03-04,138.918500094612
2026-03-05,138.865825099844
2026-03-06,138.45549444768
2026-03-07,138.261712895156
2026-03-08,138.247913748617
2026-03-09,138.247327364969
2026-03-10,138.174626663153
2026-03-11,138.169217128987
2026-03-13,137.998048712959
2026-03-14,137.842095443895
2026-03-15,137.960030117639
2026-03-16,137.891208145661
2026-03-17,137.760648940805
2026-03-18,137.705011344398
2026-03-19,137.662810793909
2026-03-20,137.627684431581
2026-03-21,137.60469158452
2026-03-22,137.606361977043
2026-03-23,137.607792577169
2026-03-24,137.583431373779
2026-03-25,137.528910206523
2026-03-26,137.492304187564
2026-03-27,137.405136381403
2026-03-28,137.417826095185
2026-03-29,137.172014950617
2026-03-30,137.191112623855
2026-03-31,137.334280414223
2026-04-01,137.602555839309
2026-04-02,137.606909529807
2026-04-03,137.606909529807
2026-04-04,137.612690206133
2026-04-05,137.583957672809
2026-04-06,137.749237173995
2026-04-07,137.749160451275
2026-04-08,137.436807962403
2026-04-09,137.349303783716
2026-04-10,136.935421072842
2026-04-11,136.864309948024
2026-04-12,136.861632686239
2026-04-13,136.858470030808
2026-04-14,136.737700971561
2026-04-15,136.641725687769
2026-04-16,136.63560936374
2026-04-17,136.60131719328
2026-04-18,136.549711707446
2026-04-19,136.538847696573
2026-04-20,136.536203760649
2026-04-21,136.488612856107
2026-04-22,136.47039904317
2026-04-23,136.445555786273
2026-04-24,136.42122549175
2026-04-25,136.398040050792
